2025-01-17 12:45:15,312 - INFO - Levels/level_1.json
2025-01-17 12:45:16,145 - INFO - Game initialized successfully.
2025-01-17 12:45:16,262 - INFO - Initialized screen.
2025-01-17 12:45:16,407 - DEBUG - Gamestate Main
2025-01-17 12:45:18,448 - INFO - Levels/level_1.json
2025-01-17 12:45:18,551 - INFO - Current GameState: placeSM
2025-01-18 13:02:17,486 - INFO - Levels/level_1.json
2025-01-18 13:02:17,759 - INFO - Game initialized successfully.
2025-01-18 13:02:17,798 - INFO - Initialized screen.
2025-01-18 13:02:17,850 - DEBUG - Gamestate Main
2025-01-18 13:02:19,003 - INFO - Levels/level_1.json
2025-01-18 13:02:19,036 - INFO - Current GameState: placeSM
2025-01-18 13:02:31,368 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:02:31,368 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:02:31,369 - DEBUG - Chosen position in blipSack: 4
2025-01-18 13:02:31,369 - DEBUG - Chosen position in blipSack: 11
2025-01-18 13:02:31,372 - INFO - Current GameState: blStart
2025-01-18 13:02:32,182 - DEBUG - Blips on clicked Tile: []
2025-01-18 13:02:32,969 - DEBUG - Current Bliplist: [2]
2025-01-18 13:02:32,969 - DEBUG - Blips in the clicked Tile: [<Models.Blip object at 0x0000027F9F22FDA0>]
2025-01-18 13:02:33,118 - DEBUG - Current Bliplist: []
2025-01-18 13:02:33,119 - DEBUG - Blips in the clicked Tile: [<Models.Blip object at 0x0000027F9F22FDA0>, <Models.Blip object at 0x0000027F9F229BE0>]
2025-01-18 13:02:33,119 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:02:33,119 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:02:33,120 - INFO - Current GameState: Command
2025-01-18 13:02:33,120 - DEBUG - Sergant model: <Models.SpaceMarine object at 0x0000027F9F229850> present
2025-01-18 13:02:33,121 - DEBUG - Reroll of CP: True
2025-01-18 13:02:34,516 - DEBUG - CP: 3
2025-01-18 13:02:36,424 - INFO - Current GameState: smAction
2025-01-18 13:02:37,440 - INFO - Door
2025-01-18 13:02:38,164 - INFO - Door
2025-01-18 13:02:38,986 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:02:40,429 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:02:41,186 - INFO - Door
2025-01-18 13:02:43,074 - INFO - Door
2025-01-18 13:02:43,753 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:02:46,023 - INFO - Current GameState: smAction
2025-01-18 13:02:50,721 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:02:53,545 - INFO - Current Gamestate: smShoot
2025-01-18 13:02:56,053 - INFO - Current GameState: smAction
2025-01-18 13:03:09,564 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:03:09,565 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:16,966 - INFO - Current GameState: smAction
2025-01-18 13:03:19,090 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:03:19,091 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:20,656 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:03:20,656 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:20,657 - DEBUG - Amount of free Entrypoints: 4
2025-01-18 13:03:20,657 - DEBUG - Chosen position in blipSack: 16
2025-01-18 13:03:20,657 - DEBUG - Chosen position in blipSack: 3
2025-01-18 13:03:20,660 - INFO - Current GameState: blStart
2025-01-18 13:03:21,244 - DEBUG - Blips on clicked Tile: [<Models.Blip object at 0x0000027F9F22FDA0>, <Models.Blip object at 0x0000027F9F229BE0>]
2025-01-18 13:03:21,877 - DEBUG - Current Bliplist: [1]
2025-01-18 13:03:21,877 - DEBUG - Blips in the clicked Tile: [<Models.Blip object at 0x0000027F9F22FDA0>, <Models.Blip object at 0x0000027F9F229BE0>, <Models.Blip object at 0x0000027F9F228830>]
2025-01-18 13:03:24,108 - DEBUG - Blips on clicked Tile: []
2025-01-18 13:03:24,991 - DEBUG - Current Bliplist: []
2025-01-18 13:03:24,991 - DEBUG - Blips in the clicked Tile: [<Models.Blip object at 0x0000027F9F228860>]
2025-01-18 13:03:24,993 - INFO - TargetTile not within 6.
2025-01-18 13:03:24,994 - INFO - TargetTile not within 6.
2025-01-18 13:03:24,995 - INFO - TargetTile not within 6.
2025-01-18 13:03:24,996 - INFO - TargetTile not within 6.
2025-01-18 13:03:24,998 - INFO - TargetTile not within 6.
2025-01-18 13:03:25,000 - INFO - TargetTile not within 6.
2025-01-18 13:03:25,002 - INFO - TargetTile not within 6.
2025-01-18 13:03:25,003 - INFO - TargetTile not within 6.
2025-01-18 13:03:25,004 - INFO - TargetTile not within 6.
2025-01-18 13:03:25,006 - INFO - TargetTile not within 6.
2025-01-18 13:03:25,006 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:03:25,007 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:33,318 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:34,835 - INFO - Door
2025-01-18 13:03:35,196 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:36,882 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:38,148 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:38,726 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:03:38,727 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:44,752 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:46,054 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:47,520 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:49,910 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:50,788 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:03:50,789 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:58,504 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:03:58,505 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:03:58,505 - INFO - Current GameState: Command
2025-01-18 13:03:58,506 - DEBUG - Sergant model: <Models.SpaceMarine object at 0x0000027F9F229850> present
2025-01-18 13:03:58,506 - DEBUG - Reroll of CP: True
2025-01-18 13:04:00,978 - DEBUG - CP: 6
2025-01-18 13:04:02,417 - INFO - Current GameState: smAction
2025-01-18 13:04:04,442 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:05,806 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:06,946 - INFO - Door
2025-01-18 13:04:09,139 - INFO - Door
2025-01-18 13:04:10,148 - INFO - Door
2025-01-18 13:04:11,728 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:04:11,729 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:37,990 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:04:37,991 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:37,992 - DEBUG - Amount of free Entrypoints: 4
2025-01-18 13:04:37,992 - DEBUG - Chosen position in blipSack: 9
2025-01-18 13:04:37,992 - DEBUG - Chosen position in blipSack: 12
2025-01-18 13:04:37,995 - INFO - Current GameState: blStart
2025-01-18 13:04:39,461 - DEBUG - Blips on clicked Tile: [<Models.Blip object at 0x0000027F9F228860>]
2025-01-18 13:04:40,441 - DEBUG - Current Bliplist: [3]
2025-01-18 13:04:40,441 - DEBUG - Blips in the clicked Tile: [<Models.Blip object at 0x0000027F9F228860>, <Models.Blip object at 0x0000027F9F229490>]
2025-01-18 13:04:40,576 - DEBUG - Current Bliplist: []
2025-01-18 13:04:40,576 - DEBUG - Blips in the clicked Tile: [<Models.Blip object at 0x0000027F9F228860>, <Models.Blip object at 0x0000027F9F229490>, <Models.Blip object at 0x0000027F9F228CE0>]
2025-01-18 13:04:40,578 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,579 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,580 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,581 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,582 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,583 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,585 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,587 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,589 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,591 - INFO - TargetTile not within 6.
2025-01-18 13:04:40,591 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:04:40,591 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:43,815 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:45,286 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:46,942 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:48,443 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:50,441 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:56,418 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:04:56,419 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:04:59,512 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:01,023 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:02,343 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:03,854 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:05,356 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:06,991 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:05:06,991 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:13,360 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:15,018 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:16,706 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:19,181 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:20,982 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:22,478 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:25,449 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:05:25,449 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:28,364 - DEBUG - Reset selectedModel and Tile to None
2025-01-18 13:05:28,365 - DEBUG - Reset ClickedModel and Tile to None
2025-01-18 13:05:28,366 - INFO - Current GameState: Command
2025-01-18 13:05:28,366 - DEBUG - Sergant model: <Models.SpaceMarine object at 0x0000027F9F229850> present
